Emax,Emin,Tc,Rm,Ra,Rs,Ca,Cs,Cr,Ls,Rc,Vd
2.1854305348131313,0.10623344853286304,0.6962126861417914,0.05238909672848559,0.005603260832850166,2.155037844212606,0.14435950901551267,1.1438234587125475,5.431975269701557,0.0012386686453121386,0.03755448641942095,15.374956942294189
4.7782143788446225,0.08273397311989746,1.267041515805373,0.04843900588534337,0.005316086581903997,2.0290555893094355,0.1654358375225333,1.7631683748235156,6.832593975799918,0.0010760449249090792,0.043140496156251505,6.023310128909518
3.793972738151323,0.04988150436151752,1.7967133374022533,0.003538564514837133,0.018171964320160217,1.6470579029111465,0.07257954279472484,1.9966854798843232,6.560965578740954,0.0006475505993231061,0.06981831752415263,9.657171137521885
3.1939631788866647,0.12300027785750756,1.571559818255298,0.03478353493498948,0.005366150897065368,2.412094287223866,0.13622859693318984,0.8360312063952714,2.923399428162642,0.00011228227980045006,0.033800307024192455,14.840034588641656
1.2020838819909643,0.1042860200203125,1.6904978365783196,0.03863936625979985,0.005803019659508305,0.9009490310568056,0.12719681713443728,1.8768390389491183,2.8954968184488434,0.0010428545216115465,0.07087547793685199,11.204705674894095
1.201975341512912,0.02857945620500924,1.4540533867371477,0.04048345530879315,0.015308266117150292,0.7185284206192428,0.17158116405400609,1.5471566403183896,3.60904620646948,0.0006426893782682619,0.016169410168368405,8.635271955223885
0.7613762547568976,0.13708444175160717,1.5076425032285639,0.0584370645535059,0.00926992692778553,2.2079239339108443,0.1840348002818143,1.9680591429977854,4.166448358046223,0.0014957557713500167,0.06437589060460415,15.082656838368766
4.3977926559872085,0.1242679002238595,1.7587130425045108,0.05382665212596097,0.015645855860626032,1.3782996332674966,0.032066651151155756,1.3580114210317131,4.450733488450895,0.00014549790401391865,0.06932833431383155,11.456195868957007
3.20501755284444,0.14272098742732897,0.7994688141746975,0.06118260418655102,0.0017746400725055123,2.193937708414121,0.14458338623999475,1.8168655166856484,6.078183301000072,0.0012111728414810027,0.022727235698613714,10.162152863468295
3.6863266000822046,0.11022932871631219,1.1830799418290248,0.0767234428926707,0.010007638276630995,2.2861804103908296,0.038812085850353936,0.8748728823179327,2.3400825929950124,0.0018888010512615244,0.040124257266054036,14.279708348807617
0.592630224331111,0.09394520341068953,0.7539351069113636,0.08148558813289326,0.0011554652035740114,0.6249151872381429,0.12330597306315051,1.202334860093955,2.2080362253563983,0.0004313776075118491,0.021584984226455897,7.665685161643463
4.864594334728975,0.06564524026213973,1.9802688127946353,0.07209418454642295,0.0017217374673794133,2.266929525972121,0.0788975639374253,0.880419845301452,4.351463377663454,0.000996134032426131,0.05946228902959525,23.554914661508146
4.2459918836018975,0.14024563008633192,1.9104949434985814,0.09559684589953854,0.018175530340216014,1.3966381107388444,0.082152021918764,1.9704117601748847,6.182982152827883,0.00027370178445256253,0.047474343764315974,22.35404195838478
1.4555259980522428,0.1305792639775592,0.46308289818960946,0.0028050256849598016,0.003215284736793106,1.5208649780084644,0.09000294558690061,1.780368688726204,3.1606120577388954,0.00128879563329657,0.05447263426958248,19.152411714810707
1.318212352431953,0.011556707165397462,1.5289202760251017,0.020382020582671065,0.010882203304366733,1.7531850221864205,0.13561971633843373,1.8230569054951646,5.84902688753751,0.0011460101931328286,0.02375408768693478,7.124276551769125
1.325320294340452,0.008823211302101541,1.8803973078650653,0.00174872462283607,0.008516364250713778,2.3527652134601738,0.08678849416369078,1.925558277720673,3.558968827641797,0.0008739944960043815,0.024822210343669368,20.51754508939386
1.8690900933179198,0.05958718819731718,0.6889205522037336,0.0650999967013057,0.007273194862047432,0.5382321888595281,0.1545588386003477,0.9021241833437424,7.3165166528810985,0.0010906163408001084,0.012904812785693446,21.15914656218038
2.86140394234507,0.12253023296336576,1.308712368884207,0.0899050243460487,0.018046750240901813,1.4536869366356342,0.09876965554755786,1.262717111016,7.374139665599699,0.0018034918510911194,0.03254472746370108,20.355292354286753
2.4437525838895207,0.14815503875066693,1.8647812761408669,0.02510474736105363,0.0009255562371220452,1.8754440848611214,0.04162004405269296,0.8852418668528026,3.783723225687959,0.00047295917439102734,0.049182126293357255,7.279317742384823
1.8105311308911887,0.026810449210011585,0.45431356573727816,0.09277641993483436,0.013443898880423988,1.945413915396457,0.16323917322229825,1.0529517218600344,3.379962523779443,0.00014287257224015974,0.07005544397981302,17.878159141355294
