Emax,Emin,Tc,Rm,Ra,Rs,Ca,Cs,Cr,Ls,Rc,Vd,VED,VES,EF,stroke_volume,max_pressure,min_pressure,cardiac_output,heart_rate
2.1854305348131313,0.10623344853286304,0.6962126861417914,0.05238909672848559,0.005603260832850166,2.155037844212606,0.14435950901551267,1.1438234587125475,5.431975269701557,0.0012386686453121386,0.03755448641942095,15.374956942294189,155.9452988335711,75.61298821448966,51.51313391294609,80.33231061908143,112.04854744090326,17.539024115502837,6923.083610922958,86.18056119100986
4.7782143788446225,0.08273397311989746,1.267041515805373,0.04843900588534337,0.005316086581903997,2.0290555893094355,0.1654358375225333,1.7631683748235156,6.832593975799918,0.0010760449249090792,0.043140496156251505,6.023310128909518,134.41867675650275,20.0,80.0,120.0,130.05930709699527,14.676386875839174,5682.528875483172,47.3544072956931
3.793972738151323,0.04988150436151752,1.7967133374022533,0.003538564514837133,0.018171964320160217,1.6470579029111465,0.07257954279472484,1.9966854798843232,6.560965578740954,0.0006475505993231061,0.06981831752415263,9.657171137521885,163.5239009516841,43.52390095168411,73.38376793949895,120.0,130.60249348892037,10.817696217729335,4007.317055045629,33.39430879204691
3.1939631788866647,0.12300027785750756,1.571559818255298,0.03478353493498948,0.005366150897065368,2.412094287223866,0.13622859693318984,0.8360312063952714,2.923399428162642,0.00011228227980045006,0.033800307024192455,14.840034588641656,177.30982811182187,57.30982811182187,67.6781435512537,120.0,123.97262755558972,15.127775187387938,4581.43553707885,38.17862947565708
1.2020838819909643,0.1042860200203125,1.6904978365783196,0.03863936625979985,0.005803019659508305,0.9009490310568056,0.12719681713443728,1.8768390389491183,2.8954968184488434,0.0010428545216115465,0.07087547793685199,11.204705674894095,124.55238136569363,72.83116971395637,41.52567063320976,51.72121165173726,107.06712056023193,14.916040353528103,1835.715273901484,35.49250327432776
1.201975341512912,0.02857945620500924,1.4540533867371477,0.04048345530879315,0.015308266117150292,0.7185284206192428,0.17158116405400609,1.5471566403183896,3.60904620646948,0.0006426893782682619,0.016169410168368405,8.635271955223885,123.80179672779605,68.92211912896931,44.32866004319073,54.87967759882674,90.6787711783956,8.447888531918567,2264.5527915027287,41.26395945793862
0.7613762547568976,0.13708444175160717,1.5076425032285639,0.0584370645535059,0.00926992692778553,2.2079239339108443,0.1840348002818143,1.9680591429977854,4.166448358046223,0.0014957557713500167,0.06437589060460415,15.082656838368766,115.94564444937662,80.5906450325629,30.492736130549662,35.35499941681371,83.49746041546403,20.0,1407.0311499351687,39.79723301214452
4.3977926559872085,0.1242679002238595,1.7587130425045108,0.05382665212596097,0.015645855860626032,1.3782996332674966,0.032066651151155756,1.3580114210317131,4.450733488450895,0.00014549790401391865,0.06932833431383155,11.456195868957007,153.52788100614822,33.52788100614822,78.16169884816846,120.0,145.35668149130777,18.195194166397744,4093.902658359079,34.11585548632566
3.20501755284444,0.14272098742732897,0.7994688141746975,0.06118260418655102,0.0017746400725055123,2.193937708414121,0.14458338623999475,1.8168655166856484,6.078183301000072,0.0012111728414810027,0.022727235698613714,10.162152863468295,165.51468274231283,54.3362987659786,67.17131201551834,111.17838397633423,110.90300552391531,18.766572232540526,8343.91901260878,75.04983175852684
3.6863266000822046,0.11022932871631219,1.1830799418290248,0.0767234428926707,0.010007638276630995,2.2861804103908296,0.038812085850353936,0.8748728823179327,2.3400825929950124,0.0018888010512615244,0.040124257266054036,14.279708348807617,173.85563673639837,53.85563673639837,69.02278364545936,120.0,129.30285075983375,14.073319719785536,6085.810219103962,50.71508515919968
0.592630224331111,0.09394520341068953,0.7539351069113636,0.08148558813289326,0.0011554652035740114,0.6249151872381429,0.12330597306315051,1.202334860093955,2.2080362253563983,0.0004313776075118491,0.021584984226455897,7.665685161643463,116.05202185944037,75.04517656863607,35.334882265533366,41.0068452908043,64.69858034211057,15.95977999370199,3263.4250546148346,79.58244608849857
4.864594334728975,0.06564524026213973,1.9802688127946353,0.07209418454642295,0.0017217374673794133,2.266929525972121,0.0788975639374253,0.880419845301452,4.351463377663454,0.000996134032426131,0.05946228902959525,23.554914661508146,162.07996359592855,42.07996359592855,74.03752896882709,120.0,133.90855260795828,5.2111163998219725,3635.8700159697355,30.298916799747797
4.2459918836018975,0.14024563008633192,1.9104949434985814,0.09559684589953854,0.018175530340216014,1.3966381107388444,0.082152021918764,1.9704117601748847,6.182982152827883,0.00027370178445256253,0.047474343764315974,22.35404195838478,163.81664986165364,43.816649861653644,73.25262731312253,120.0,119.70650883862746,17.067563916899978,3768.6569255268723,31.405474379390604
1.4555259980522428,0.1305792639775592,0.46308289818960946,0.0028050256849598016,0.003215284736793106,1.5208649780084644,0.09000294558690061,1.780368688726204,3.1606120577388954,0.00128879563329657,0.05447263426958248,19.152411714810707,172.83896916719905,95.39710050703226,44.80579179181052,77.44186866016679,106.71660307112539,16.756606743019155,10033.866803924793,129.56643450787288
